Epoch,MSE,Classification_Error
1,1.5984017305351796,0.72
2,1.593257986824504,0.72
3,1.5881780584910024,0.72
4,1.5831608937777875,0.72
5,1.5782054606276916,0.72
6,1.5733107462980278,0.72
7,1.5684757569829892,0.72
8,1.5636995174435233,0.72
9,1.5589810706445402,0.72
10,1.5543194773993063,0.72
11,1.5497138160208797,0.72
12,1.545163181980451,0.72
13,1.540666687572445,0.72
14,1.5362234615862589,0.72
15,1.531832648984495,0.72
16,1.5274934105875666,0.72
17,1.523204922764542,0.72
18,1.518966377130118,0.72
19,1.5147769802475777,0.72
20,1.510635953337636,0.72
21,1.5065425319930434,0.72
22,1.5024959658988373,0.72
23,1.498495518558125,0.72
24,1.4945404670232965,0.72
25,1.4906301016325496,0.72
26,1.4867637257516273,0.72
27,1.4829406555206635,0.7257142857142858
28,1.479160219606035,0.7257142857142858
29,1.4754217589571188,0.7257142857142858
30,1.4717246265678572,0.7257142857142858
31,1.4680681872430386,0.7257142857142858
32,1.4644518173692,0.7257142857142858
33,1.46087490469005,0.7257142857142858
34,1.457336848086336,0.7257142857142858
35,1.4538370573600614,0.7257142857142858
36,1.4503749530229617,0.7257142857142858
37,1.4469499660891627,0.7257142857142858
38,1.4435615378719324,0.7257142857142858
39,1.4402091197844489,0.7257142857142858
40,1.4368921731445012,0.7257142857142858
41,1.433610168983046,0.7257142857142858
42,1.4303625878565456,0.7257142857142858
43,1.4271489196630094,0.7314285714285714
44,1.423968663461667,0.7314285714285714
45,1.4208213272961976,0.7314285714285714
46,1.4177064280214535,0.7314285714285714
47,1.414623491133594,0.7314285714285714
48,1.4115720506035785,0.7314285714285714
49,1.408551648713938,0.7371428571428571
50,1.4055618358987687,0.7371428571428571
51,1.4026021705868812,0.7371428571428571
52,1.3996722190480393,0.7371428571428571
53,1.3967715552422328,0.7371428571428571
54,1.3938997606719203,0.7314285714285714
55,1.3910564242371846,0.7314285714285714
56,1.3882411420937404,0.7314285714285714
57,1.3854535175137408,0.7314285714285714
58,1.3826931607493265,0.7314285714285714
59,1.37995968889886,0.7314285714285714
60,1.3772527257757983,0.7314285714285714
61,1.3745719017801414,0.7314285714285714
62,1.3719168537724165,0.7314285714285714
63,1.369287224950141,0.7314285714285714
64,1.366682664726714,0.7314285714285714
65,1.3641028286126966,0.7314285714285714
66,1.361547378099421,0.7314285714285714
67,1.3590159805448931,0.7314285714285714
68,1.3565083090619392,0.7314285714285714
69,1.3540240424085488,0.7314285714285714
70,1.3515628648803748,0.7314285714285714
71,1.3491244662053483,0.7314285714285714
72,1.3467085414403608,0.7314285714285714
73,1.3443147908699802,0.7257142857142858
74,1.341942919907151,0.7257142857142858
75,1.3395926389958521,0.7257142857142858
76,1.3372636635156587,0.7257142857142858
77,1.334955713688182,0.7257142857142858
78,1.3326685144853445,0.7257142857142858
79,1.330401795539454,0.7257142857142858
80,1.3281552910550438,0.72
81,1.3259287397224409,0.72
82,1.3237218846330283,0.72
83,1.321534473196172,0.72
84,1.319366257057772,0.72
85,1.3172169920204126,0.7142857142857143
86,1.3150864379650768,0.7142857142857143
87,1.3129743587743923,0.7142857142857143
88,1.3108805222573843,0.7142857142857143
89,1.3088047000756962,0.7142857142857143
90,1.3067466676712605,0.7142857142857143
91,1.3047062041953805,0.7142857142857143
92,1.3026830924392003,0.7085714285714285
93,1.3006771187655388,0.7085714285714285
94,1.29868807304205,0.7085714285714285
95,1.2967157485756957,0.7085714285714285
96,1.2947599420484954,0.7085714285714285
97,1.2928204534545333,0.7085714285714285
98,1.2908970860381959,0.7085714285714285
99,1.2889896462336135,0.7085714285714285
100,1.287097943605287,0.7085714285714285
